name,category,brend,type,power,test_down,test_up,length,sensi,rig,stroy,bonus_opit,bonus_snast,bonus_nav,bonus_zabros,stren,lvl,price_ser,price_gold,system_id,photo,source_url
Fortuna Feeder FD420,Доночные,Fortuna,Фидер,,35,120,"4,2",,7,Быстрый,,,,,19,9,478,,feeder_10048_FD420,/uploads/rods/feeder_10048_FD420.png,https://potryasovgame.ru/page113839786.html
Fortuna Feeder FD390,Доночные,Fortuna,Фидер,,20,100,"3,9",,6,Средний,,,,,"17,7",9,449,,feeder_10048_FD390,/uploads/rods/feeder_10048_FD390.png,https://potryasovgame.ru/page113839786.html
Persey FD140,Доночные,Persey,Фидер,,20,110,"4,4",,6,Средний,,,,,16,8,398,,feeder_10056_FD140,/uploads/rods/feeder_10056_FD140.png,https://potryasovgame.ru/page113839786.html
Persey FD110,Доночные,Persey,Фидер,,20,110,"3,6",,6,Средний,,,,,16,8,380,,feeder_10056_FD110,/uploads/rods/feeder_10056_FD110.png,https://potryasovgame.ru/page113839786.html
Fantazia FD410,Доночные,Fantazia,Фидер,,45,180,"4,1",,8,Быстрый,,,,,14,8,329,,feeder_10126_FD410,/uploads/rods/feeder_10126_FD410.png,https://potryasovgame.ru/page113839786.html
Fantazia FD390,Доночные,Fantazia,Фидер,,40,140,"3,9",,8,Быстрый,,,,,14,8,319,,feeder_10126_FD390,/uploads/rods/feeder_10126_FD390.png,https://potryasovgame.ru/page113839786.html
Fantazia FD370,Доночные,Fantazia,Фидер,,30,120,"3,7",,7,Быстрый,,,,,14,8,309,,feeder_10126_FD370,/uploads/rods/feeder_10126_FD370.png,https://potryasovgame.ru/page113839786.html
Fantazia FD350,Доночные,Fantazia,Фидер,,20,90,"3,5",,7,Быстрый,,,,,14,8,299,,feeder_10126_FD350,/uploads/rods/feeder_10126_FD350.png,https://potryasovgame.ru/page113839786.html
Palmar FD150,Доночные,Palmar,Фидер,,25,90,"4,6",,7,Быстрый,,,,,"12,5",7,263,,feeder_10055_FD150,/uploads/rods/feeder_10055_FD150.png,https://potryasovgame.ru/page113839786.html
Palmar FD120,Доночные,Palmar,Фидер,,25,90,"3,8",,7,Быстрый,,,,,"12,5",7,248,,feeder_10055_FD120,/uploads/rods/feeder_10055_FD120.png,https://potryasovgame.ru/page113839786.html
Asteria FD130,Доночные,Asteria,Фидер,,10,80,4,,7,Средний,,,,,"7,8",3,149,,feeder_10054_FD130,/uploads/rods/feeder_10054_FD130.png,https://potryasovgame.ru/page113839786.html
Asteria FD110,Доночные,Asteria,Фидер,,10,80,"3,4",,7,Средний,,,,,"7,8",3,139,,feeder_10054_FD110,/uploads/rods/feeder_10054_FD110.png,https://potryasovgame.ru/page113839786.html
Comfort FD390,Доночные,Comfort,Фидер,,30,120,"3,9",,5,Быстрый,,,,,6,1,90,,feeder_10125_FD390,/uploads/rods/feeder_10125_FD390.png,https://potryasovgame.ru/page113839786.html
Comfort FD360,Доночные,Comfort,Фидер,,20,100,"3,6",,5,Быстрый,,,,,6,1,84,,feeder_10125_FD360,/uploads/rods/feeder_10125_FD360.png,https://potryasovgame.ru/page113839786.html
Comfort FD330,Доночные,Comfort,Фидер,,15,80,"3,3",,5,Быстрый,,,,,6,1,80,,feeder_10125_FD330,/uploads/rods/feeder_10125_FD330.png,https://potryasovgame.ru/page113839786.html
Sorento FD130,Доночные,Sorento,Фидер,,20,100,"4,2",,7,Средний,,,,,"4,6",1,42,,feeder_10053_FD130,/uploads/rods/feeder_10053_FD130.png,https://potryasovgame.ru/page113839786.html
Sorento FD120,Доночные,Sorento,Фидер,,20,100,"3,8",,7,Средний,,,,,"4,6",1,40,,feeder_10053_FD120,/uploads/rods/feeder_10053_FD120.png,https://potryasovgame.ru/page113839786.html
Sorento FD100,Доночные,Sorento,Фидер,,20,100,"3,2",,7,Средний,,,,,"4,6",1,38,,feeder_10053_FD100,/uploads/rods/feeder_10053_FD100.png,https://potryasovgame.ru/page113839786.html
Legacy Picker F98MH,Доночные,Legacy,Пикер,,12,45,3,,9,Быстрый,25%,Волосяные +2,,,35,28,17898,,picker_10251_f98mh,/uploads/rods/picker_10251_f98mh.png,https://potryasovgame.ru/page113839786.html
Legacy Picker F98M,Доночные,Legacy,Пикер,,10,30,3,,9,Быстрый,25%,Волосяные +2,,,"32,4",28,14898,,picker_10251_f98ml,/uploads/rods/picker_10251_f98ml.png,https://potryasovgame.ru/page113839786.html
Legacy Picker M98M,Доночные,Legacy,Пикер,,10,30,3,,8,Средний,25%,Волосяные +2,,,"32,3",28,14898,,picker_10251_m98ml,/uploads/rods/picker_10251_m98ml.png,https://potryasovgame.ru/page113839786.html
Sage Picker M98MH,Доночные,Sage,Пикер,,12,45,3,,7,Средний,25%,Волосяные +1,,,"31,3",26,5988,,picker_10250_m98mh,/uploads/rods/picker_10250_m98mh.png,https://potryasovgame.ru/page113839786.html
Sage Picker M98M,Доночные,Sage,Пикер,,10,30,3,,7,Средний,25%,Волосяные +1,,,"28,1",26,5488,,picker_10250_m98ml,/uploads/rods/picker_10250_m98ml.png,https://potryasovgame.ru/page113839786.html
Royal Picker PM98H,Доночные,Royal,Пикер,,15,55,3,,8,Средний,25%,,10%,,"29,4",28,5163,,picker_10095_PM98H,/uploads/rods/picker_10095_PM98H.png,https://potryasovgame.ru/page113839786.html
Royal Picker PF98H,Доночные,Royal,Пикер,,12,36,3,,8,Быстрый,25%,,10%,,"24,5",28,5024,,picker_10095_PF98H,/uploads/rods/picker_10095_PF98H.png,https://potryasovgame.ru/page113839786.html
Sage Picker M88M,Доночные,Sage,Пикер,,10,30,"2,7",,7,Средний,25%,Волосяные +1,,,"27,1",26,4988,,picker_10250_m88ml,/uploads/rods/picker_10250_m88ml.png,https://potryasovgame.ru/page113839786.html
Royal Picker PM88MH,Доночные,Royal,Пикер,,10,40,"2,7",,7,Средний,25%,,10%,,"29,5",28,4966,,picker_10095_PM88MH,/uploads/rods/picker_10095_PM88MH.png,https://potryasovgame.ru/page113839786.html
Bunessan Picker PF98XH,Доночные,Bunessan,Пикер,,15,45,3,,9,Быстрый,25%,Простые +2,,,"14,9",24,3650,,picker_10093_PF98XH,/uploads/rods/picker_10093_PF98XH.png,https://potryasovgame.ru/page113839786.html
Bunessan Picker PF88H,Доночные,Bunessan,Пикер,,8,24,"2,7",,7,Быстрый,50%,Простые +2,,,"10,4",24,2799,,picker_10093_PF88H,/uploads/rods/picker_10093_PF88H.png,https://potryasovgame.ru/page113839786.html
Bunessan Picker PXF88XH,Доночные,Bunessan,Пикер,,12,28,"2,7",,8,Сверх,25%,Простые +2,,,"13,1",24,2799,,picker_10093_PXF88XH,/uploads/rods/picker_10093_PXF88XH.png,https://potryasovgame.ru/page113839786.html
Blackwood Picker PSL98MH,Доночные,Blackwood,Пикер,,10,50,3,,7,Медленный,25%,,,10%,18,26,2197,,picker_10094_PSL98MH,/uploads/rods/picker_10094_PSL98MH.png,https://potryasovgame.ru/page113839786.html
Wingate Picker PF98H,Доночные,Wingate,Пикер,,12,45,3,,5,Быстрый,25%,,,,26,20,2099,,picker_10092_PF98H,/uploads/rods/picker_10092_PF98H.png,https://potryasovgame.ru/page113839786.html
Model One Picker 300MH,Доночные,Model,Пикер,,9,41,3,,4,Средний,25%,,,,"25,9",16,1894,,picker_10053_300MH,/uploads/rods/picker_10053_300MH.png,https://potryasovgame.ru/page113839786.html
Model One Picker 270M,Доночные,Model,Пикер,,7,35,"2,7",,4,Средний,25%,,,,22,16,1599,,picker_10053_270M,/uploads/rods/picker_10053_270M.png,https://potryasovgame.ru/page113839786.html
Mechta P300,Доночные,Mechta,Пикер,,20,60,3,,6,Быстрый,25%,,,,16,14,1100,,picker_10130_P300,/uploads/rods/picker_10130_P300.png,https://potryasovgame.ru/page113839786.html
Mechta P270,Доночные,Mechta,Пикер,,15,50,"2,7",,6,Быстрый,25%,,,,15,14,1000,,picker_10130_P270,/uploads/rods/picker_10130_P270.png,https://potryasovgame.ru/page113839786.html
Model One Picker 240M,Доночные,Model,Пикер,,4,18,"2,4",,3,Средний,25%,,,,"15,1",16,999,,picker_10053_240L,/uploads/rods/picker_10053_240L.png,https://potryasovgame.ru/page113839786.html
Model Two Picker 300MH,Доночные,Model,Пикер,,8,32,3,,3,Быстрый,25%,,5%,,"11,1",14,899,,picker_10096_300MH,/uploads/rods/picker_10096_300MH.png,https://potryasovgame.ru/page113839786.html
Model Two Picker 270M,Доночные,Model,Пикер,,5,21,"2,7",,3,Быстрый,50%,,5%,,"6,2",14,819,,picker_10096_270M,/uploads/rods/picker_10096_270M.png,https://potryasovgame.ru/page113839786.html
Mechta P240,Доночные,Mechta,Пикер,,10,40,"2,4",,6,Быстрый,25%,,,,14,14,800,,picker_10130_P240,/uploads/rods/picker_10130_P240.png,https://potryasovgame.ru/page113839786.html
Impuls P300,Доночные,Impuls,Пикер,,10,50,3,,5,Средний,25%,,,,10,12,659,,picker_10129_P300,/uploads/rods/picker_10129_P300.png,https://potryasovgame.ru/page113839786.html
Persey PCK98,Доночные,Persey,Пикер,,5,40,3,,5,Медленный,25%,,,,"8,8",9,485,,picker_10058_PCK98,/uploads/rods/picker_10058_PCK98.png,https://potryasovgame.ru/page113839786.html
Fortuna Picker P300-MH,Доночные,Fortuna,Пикер,,7,35,3,,5,Средний,25%,,,,"9,9",10,389,,picker_10052_P300-MH,/uploads/rods/picker_10052_P300-MH.png,https://potryasovgame.ru/page113839786.html
Palmar PCK88,Доночные,Palmar,Пикер,,5,35,"2,7",,6,Средний,25%,,,,"6,2",7,288,,picker_10057_PCK88,/uploads/rods/picker_10057_PCK88.png,https://potryasovgame.ru/page113839786.html
Palmar PCK78,Доночные,Palmar,Пикер,,5,35,"2,4",,6,Средний,25%,,,,"6,2",7,268,,picker_10057_PCK78,/uploads/rods/picker_10057_PCK78.png,https://potryasovgame.ru/page113839786.html
Legacy Ti 13-4.50,Доночные,Legacy,Карповое,,70,220,"3,9",5,9,Средний,,Удилище +3,7%,,"80,2",32,19989,,carp_10140_13_4_50,/uploads/rods/carp_10140_13_4_50.png,https://potryasovgame.ru/page113839786.html
Legacy Ti 13-4.00,Доночные,Legacy,Карповое,,65,195,"3,9",5,9,Средний,,Удилище +3,7%,,78,32,18960,,carp_10140_13_4_00,/uploads/rods/carp_10140_13_4_00.png,https://potryasovgame.ru/page113839786.html
Legacy 13-4.50,Доночные,Legacy,Карповое,,70,220,"3,9",5,9,Средний,,Удилище +3,7%,,"80,2",32,18490,,carp_10139_13_4_50,/uploads/rods/carp_10139_13_4_50.png,https://potryasovgame.ru/page113839786.html
Legacy Ti 12-3.75,Доночные,Legacy,Карповое,,60,180,"3,6",5,9,Средний,,Удилище +3,7%,,76,32,18384,,carp_10140_12_3_75,/uploads/rods/carp_10140_12_3_75.png,https://potryasovgame.ru/page113839786.html
Legacy Ti 12-3.50,Доночные,Legacy,Карповое,,55,170,"3,6",6,9,Средний,,Удилище +3,7%,,75,32,17795,,carp_10140_12_3_50,/uploads/rods/carp_10140_12_3_50.png,https://potryasovgame.ru/page113839786.html
Legacy 13-4.00,Доночные,Legacy,Карповое,,65,195,"3,9",5,9,Средний,,Удилище +3,7%,,78,32,17473,,carp_10139_13_4_00,/uploads/rods/carp_10139_13_4_00.png,https://potryasovgame.ru/page113839786.html
Legacy Ti 12-3.25,Доночные,Legacy,Карповое,,50,155,"3,6",6,9,Средний,,Удилище +3,7%,,"73,3",32,17258,,carp_10140_12_3_25,/uploads/rods/carp_10140_12_3_25.png,https://potryasovgame.ru/page113839786.html
Legacy Ti 12-3.00,Доночные,Legacy,Карповое,,45,140,"3,6",6,9,Средний,,Удилище +3,7%,,"72,1",32,17117,,carp_10140_12_3_00,/uploads/rods/carp_10140_12_3_00.png,https://potryasovgame.ru/page113839786.html
Legacy 12-3.75,Доночные,Legacy,Карповое,,60,180,"3,6",5,9,Средний,,Удилище +3,7%,,76,32,16961,,carp_10139_12_3_75,/uploads/rods/carp_10139_12_3_75.png,https://potryasovgame.ru/page113839786.html
Legacy Ti 12-2.50,Доночные,Legacy,Карповое,,40,120,"3,6",6,9,Средний,,Удилище +3,7%,,"70,2",32,16604,,carp_10140_12_2_50,/uploads/rods/carp_10140_12_2_50.png,https://potryasovgame.ru/page113839786.html
Legacy 12-3.50,Доночные,Legacy,Карповое,,55,170,"3,6",6,9,Средний,,Удилище +3,7%,,75,32,16493,,carp_10139_12_3_50,/uploads/rods/carp_10139_12_3_50.png,https://potryasovgame.ru/page113839786.html
Legacy 12-3.25,Доночные,Legacy,Карповое,,50,155,"3,6",6,9,Средний,,Удилище +3,7%,,"73,3",32,15978,,carp_10139_12_3_25,/uploads/rods/carp_10139_12_3_25.png,https://potryasovgame.ru/page113839786.html
Legacy 12-3.00,Доночные,Legacy,Карповое,,45,140,"3,6",6,9,Средний,,Удилище +3,7%,,"72,1",32,15837,,carp_10139_12_3_00,/uploads/rods/carp_10139_12_3_00.png,https://potryasovgame.ru/page113839786.html
Legacy 12-2.50,Доночные,Legacy,Карповое,,40,120,"3,6",6,9,Средний,,Удилище +3,7%,,"70,2",32,15328,,carp_10139_12_2_50,/uploads/rods/carp_10139_12_2_50.png,https://potryasovgame.ru/page113839786.html
Avalon 13-3.75,Доночные,Avalon,Карповое,,75,195,"3,9",6,10,Быстрый,,Удилище +2,,,66,28,12266,,carp_10138_13_3_75,/uploads/rods/carp_10138_13_3_75.png,https://potryasovgame.ru/page113839786.html
Avalon 12-3.50,Доночные,Avalon,Карповое,,70,185,"3,6",6,10,Быстрый,,Удилище +2,,,"65,2",28,11889,,carp_10138_12_3_50,/uploads/rods/carp_10138_12_3_50.png,https://potryasovgame.ru/page113839786.html
Avalon 12-3.25,Доночные,Avalon,Карповое,,65,170,"3,6",6,10,Быстрый,,Удилище +2,,,"64,1",28,11196,,carp_10138_12_3_25,/uploads/rods/carp_10138_12_3_25.png,https://potryasovgame.ru/page113839786.html
Avalon 12-2.75,Доночные,Avalon,Карповое,,55,140,"3,6",6,9,Быстрый,,Удилище +2,,,62,28,10949,,carp_10138_12_2_75,/uploads/rods/carp_10138_12_2_75.png,https://potryasovgame.ru/page113839786.html
Atlas 13-5.00,Доночные,Atlas,Карповое,,80,260,"3,9",3,7,Медленный,,,,10%,62,28,10500,,carp_10137_13_5_00,/uploads/rods/carp_10137_13_5_00.png,https://potryasovgame.ru/page113839786.html
Sage 13-3.50,Доночные,Sage,Карповое,,60,165,"3,9",5,8,Средний,,Удилище +1,5%,,60,28,10162,,carp_10136_13_3_50,/uploads/rods/carp_10136_13_3_50.png,https://potryasovgame.ru/page113839786.html
Sage 13-3.00,Доночные,Sage,Карповое,,50,145,"3,9",5,7,Средний,,Удилище +1,5%,,58,28,10089,,carp_10136_13_3_00,/uploads/rods/carp_10136_13_3_00.png,https://potryasovgame.ru/page113839786.html
Atlas 12-4.50,Доночные,Atlas,Карповое,,70,210,"3,6",3,7,Медленный,,,,10%,59,28,9991,,carp_10137_12_4_50,/uploads/rods/carp_10137_12_4_50.png,https://potryasovgame.ru/page113839786.html
Sage 12-3.50,Доночные,Sage,Карповое,,60,165,"3,6",5,8,Средний,,Удилище +1,5%,,60,28,9965,,carp_10136_12_3_50,/uploads/rods/carp_10136_12_3_50.png,https://potryasovgame.ru/page113839786.html
Sage 12-3.25,Доночные,Sage,Карповое,,55,155,"3,6",5,8,Средний,,Удилище +1,5%,,59,28,9895,,carp_10136_12_3_25,/uploads/rods/carp_10136_12_3_25.png,https://potryasovgame.ru/page113839786.html
Sage 12-3.00,Доночные,Sage,Карповое,,50,145,"3,6",5,7,Средний,,Удилище +1,5%,,58,28,9790,,carp_10136_12_3_00,/uploads/rods/carp_10136_12_3_00.png,https://potryasovgame.ru/page113839786.html
Atlas 12-4.00,Доночные,Atlas,Карповое,,60,185,"3,6",3,7,Медленный,,,,10%,57,28,9733,,carp_10137_12_4_00,/uploads/rods/carp_10137_12_4_00.png,https://potryasovgame.ru/page113839786.html
Sage 12-2.75,Доночные,Sage,Карповое,,40,130,"3,6",5,7,Средний,,Удилище +1,5%,,56,28,9477,,carp_10136_12_2_75,/uploads/rods/carp_10136_12_2_75.png,https://potryasovgame.ru/page113839786.html
Carp Dominator CM128XH,Доночные,Carp,Карповое,,55,200,"3,9",5,8,Средний,,,,,51,28,8593,,carp_10086_CM128XH,/uploads/rods/carp_10086_CM128XH.png,https://potryasovgame.ru/page113839786.html
Carp Dominator CF128XH,Доночные,Carp,Карповое,,65,180,"3,9",5,8,Быстрый,,,,,"47,5",28,8193,,carp_10086_CF128XH,/uploads/rods/carp_10086_CF128XH.png,https://potryasovgame.ru/page113839786.html
Native 13-3.50,Доночные,Native,Карповое,,45,160,"3,9",5,7,Средний,,,,,52,26,8156,,carp_10135_13_3_50,/uploads/rods/carp_10135_13_3_50.png,https://potryasovgame.ru/page113839786.html
Native 12-3.50,Доночные,Native,Карповое,,45,160,"3,6",5,7,Средний,,,,,52,26,7996,,carp_10135_12_3_50,/uploads/rods/carp_10135_12_3_50.png,https://potryasovgame.ru/page113839786.html
Carp Dominator CSL118H,Доночные,Carp,Карповое,,30,160,"3,6",5,7,Медленный,,Удилище +1,,,"49,6",28,7903,,carp_10086_CSL118H,/uploads/rods/carp_10086_CSL118H.png,https://potryasovgame.ru/page113839786.html
Native 12-2.75,Доночные,Native,Карповое,,35,130,"3,6",5,7,Средний,,,,,50,26,7888,,carp_10135_12_2_75,/uploads/rods/carp_10135_12_2_75.png,https://potryasovgame.ru/page113839786.html
Carp Dominator CF118XH,Доночные,Carp,Карповое,,50,140,"3,6",5,8,Быстрый,,Удилище +1,,,"45,9",28,7664,,carp_10086_CF118XH,/uploads/rods/carp_10086_CF118XH.png,https://potryasovgame.ru/page113839786.html
Fortuna Carp 360XH,Доночные,Fortuna,Карповое,,35,160,"3,6",2,6,Медленный,,,,,39,16,1679,,carp_10047_360XH,/uploads/rods/carp_10047_360XH.png,https://potryasovgame.ru/page113839786.html
Fortuna Carp 360H,Доночные,Fortuna,Карповое,,28,130,"3,6",2,5,Медленный,,,,,"35,5",16,1679,,carp_10047_360H,/uploads/rods/carp_10047_360H.png,https://potryasovgame.ru/page113839786.html
Fortuna Carp 360M,Доночные,Fortuna,Карповое,,18,90,"3,6",2,5,Медленный,,,,,"31,2",16,1679,,carp_10047_360M,/uploads/rods/carp_10047_360M.png,https://potryasovgame.ru/page113839786.html
Mechta Carp 380,Доночные,Mechta,Карповое,,40,160,"3,8",4,6,Медленный,,,,,35,14,1405,,carp_10131_380,/uploads/rods/carp_10131_380.png,https://potryasovgame.ru/page113839786.html
Mechta Carp 360,Доночные,Mechta,Карповое,,30,130,"3,6",4,6,Медленный,,,,,33,14,1372,,carp_10131_360,/uploads/rods/carp_10131_360.png,https://potryasovgame.ru/page113839786.html
Mechta Carp 340,Доночные,Mechta,Карповое,,20,90,"3,4",4,5,Медленный,,,,,30,14,1318,,carp_10131_340,/uploads/rods/carp_10131_340.png,https://potryasovgame.ru/page113839786.html
Classic Model Carp 360XH,Доночные,Classic,Карповое,,40,130,"3,6",3,7,Быстрый,,,,,"27,4",12,995,,carp_10046_360XH,/uploads/rods/carp_10046_360XH.png,https://potryasovgame.ru/page113839786.html
Classic Model Carp 360H,Доночные,Classic,Карповое,,25,90,"3,6",4,6,Быстрый,,,,,26,12,995,,carp_10046_360H,/uploads/rods/carp_10046_360H.png,https://potryasovgame.ru/page113839786.html
Persey CP120,Доночные,Persey,Карповое,,25,115,"3,9",3,6,Средний,,,,,"20,1",12,755,,carp_10052_CP120,/uploads/rods/carp_10052_CP120.png,https://potryasovgame.ru/page113839786.html
Persey CP110,Доночные,Persey,Карповое,,25,115,"3,4",3,6,Средний,,,,,"20,1",12,716,,carp_10052_CP110,/uploads/rods/carp_10052_CP110.png,https://potryasovgame.ru/page113839786.html
Poseidon Mega Jig 60260,Морские,Poseidon,Пилкер,Среднее,60,260,"2,7",7,10,Быстрый,,Джиг +2,7%,,"88,4",28,16900,,pilkr_10212_60260,/uploads/rods/pilkr_10212_60260.png,https://potryasovgame.ru/page113840266.html
Poseidon Mega Pirk 90340,Морские,Poseidon,Пилкер,Среднее,90,340,"2,7",7,10,Быстрый,,Пилкер +2,7%,,"88,1",28,16900,,pilkr_10212_90340,/uploads/rods/pilkr_10212_90340.png,https://potryasovgame.ru/page113840266.html
Poseidon Sensi 88-50190,Морские,Poseidon,Пилкер,Лёгкое,50,190,"2,7",7,9,Быстрый,50%,Пилкер и джиг +1,5%,,"63,7",28,9498,,pilkr_10212_88-50160,/uploads/rods/pilkr_10212_88-50160.png,https://potryasovgame.ru/page113840266.html
Poseidon Sensi 80-20130,Морские,Poseidon,Пилкер,Лёгкое,20,130,"2,4",7,9,Быстрый,50%,Пилкер и джиг +1,5%,,"49,2",28,8899,,pilkr_10212_80-20120,/uploads/rods/pilkr_10212_80-20120.png,https://potryasovgame.ru/page113840266.html
Ocean Queen 86-160-420,Морские,Ocean,Пилкер,Среднее,160,420,"2,6",6,8,Быстрый,,,,,"68,2",25,6696,,pilkr_10211_86-160420,/uploads/rods/pilkr_10211_86-160420.png,https://potryasovgame.ru/page113840266.html
Ocean Queen 86-100-300,Морские,Ocean,Пилкер,Среднее,100,300,"2,6",6,8,Быстрый,,,,,"61,1",25,6197,,pilkr_10211_86-100300,/uploads/rods/pilkr_10211_86-100300.png,https://potryasovgame.ru/page113840266.html
Ocean Queen 86-50150,Морские,Ocean,Пилкер,Лёгкое,50,150,"2,6",6,8,Быстрый,50%,,,,"48,2",25,5398,,pilkr_10211_86-50150,/uploads/rods/pilkr_10211_86-50150.png,https://potryasovgame.ru/page113840266.html
7 Seas - 88-120420,Морские,7 Seas,Пилкер,Среднее,120,420,"2,7",5,6,Быстрый,,,,,54,24,4898,,pilkr_10210_88-120420,/uploads/rods/pilkr_10210_88-120420.png,https://potryasovgame.ru/page113840266.html
7 Seas - 80-120420,Морские,7 Seas,Пилкер,Среднее,120,420,"2,4",5,6,Быстрый,,,,,"52,3",24,4598,,pilkr_10210_80-120420,/uploads/rods/pilkr_10210_80-120420.png,https://potryasovgame.ru/page113840266.html
7 Seas - 88-50190,Морские,7 Seas,Пилкер,Лёгкое,50,190,"2,7",5,6,Быстрый,50%,,,,"41,3",24,4199,,pilkr_10210_88-50190,/uploads/rods/pilkr_10210_88-50190.png,https://potryasovgame.ru/page113840266.html
7 Seas - 80-30140,Морские,7 Seas,Пилкер,Лёгкое,30,140,"2,4",5,6,Быстрый,50%,,,,"36,3",24,3899,,pilkr_10210_80-30120,/uploads/rods/pilkr_10210_80-30120.png,https://potryasovgame.ru/page113840266.html
Saltmaster - Offshore 88,Морские,Saltmaster,Пилкер,Среднее,90,320,"2,65",1,7,Быстрый,,,,,"38,2",22,3499,,pilkr_10208_os88,/uploads/rods/pilkr_10208_os88.png,https://potryasovgame.ru/page113840266.html
Saltmaster - Inshore 92,Морские,Saltmaster,Пилкер,Лёгкое,40,185,"2,75",1,7,Быстрый,50%,,,,33,22,2899,,pilkr_10208_is92,/uploads/rods/pilkr_10208_is92.png,https://potryasovgame.ru/page113840266.html
Saltmaster - Fjord 88,Морские,Saltmaster,Пилкер,Лёгкое,25,130,"2,65",1,6,Быстрый,50%,,,,"28,5",22,2600,,pilkr_10208_f88,/uploads/rods/pilkr_10208_f88.png,https://potryasovgame.ru/page113840266.html
Saltmaster - Ultra 88,Морские,Saltmaster,Пилкер,Лёгкое,20,110,"2,65",1,6,Быстрый,50%,,,,"25,4",22,2400,,pilkr_10208_fu88,/uploads/rods/pilkr_10208_fu88.png,https://potryasovgame.ru/page113840266.html
Poseidon Ultra 80-100,Морские,Poseidon,Морское,Тяжёлое,400,3000,"2,4",3,9,Быстрый,,Морские +1,5%,,"238,3",32,47999,,boatr_10222_80_100,/uploads/rods/boatr_10222_80_100.png,https://potryasovgame.ru/page113840266.html
Poseidon Ultra 70-100,Морские,Poseidon,Морское,Тяжёлое,400,3000,"2,1",3,9,Быстрый,,Морские +1,5%,,"232,2",32,43999,,boatr_10222_70_100,/uploads/rods/boatr_10222_70_100.png,https://potryasovgame.ru/page113840266.html
Poseidon 80-100,Морские,Poseidon,Морское,Тяжёлое,400,2500,"2,4",3,9,Быстрый,,,,,"218,4",32,36897,,boatr_10222_8010,/uploads/rods/boatr_10222_8010.png,https://potryasovgame.ru/page113840266.html
Poseidon 70-100,Морские,Poseidon,Морское,Тяжёлое,400,2500,"2,1",3,9,Быстрый,,,,,"214,7",32,33297,,boatr_10222_7010,/uploads/rods/boatr_10222_7010.png,https://potryasovgame.ru/page113840266.html
Poseidon 80-080,Морские,Poseidon,Морское,Тяжёлое,300,2000,"2,4",3,9,Быстрый,,,,,"206,5",32,31897,,boatr_10222_8008,/uploads/rods/boatr_10222_8008.png,https://potryasovgame.ru/page113840266.html
Poseidon 80-050,Морские,Poseidon,Морское,Среднее,200,1400,"2,4",3,8,Быстрый,,,,,"193,1",32,29799,,boatr_10222_8005,/uploads/rods/boatr_10222_8005.png,https://potryasovgame.ru/page113840266.html
Poseidon 70-080,Морские,Poseidon,Морское,Тяжёлое,300,2000,"2,1",3,9,Быстрый,,,,,"198,4",32,29497,,boatr_10222_7008,/uploads/rods/boatr_10222_7008.png,https://potryasovgame.ru/page113840266.html
Poseidon 70-050,Морские,Poseidon,Морское,Среднее,200,1400,"2,1",3,8,Быстрый,,,,,"188,3",32,27897,,boatr_10222_7005,/uploads/rods/boatr_10222_7005.png,https://potryasovgame.ru/page113840266.html
Polar Hunter 70-030,Морские,Polar,Морское,Среднее,200,800,"2,1",3,10,Средний,,,,,163,30,23696,,boatr_10221_030,/uploads/rods/boatr_10221_030.png,https://potryasovgame.ru/page113840266.html
Storm Rider 70-050,Морские,Storm,Морское,Тяжёлое,200,1000,"2,1",6,10,Быстрый,,,,,"155,6",30,20396,,boatr_10220_050,/uploads/rods/boatr_10220_050.png,https://potryasovgame.ru/page113840266.html
Storm Rider 70-030,Морские,Storm,Морское,Среднее,200,600,"2,1",6,10,Быстрый,,,,,"147,8",30,19797,,boatr_10220_030,/uploads/rods/boatr_10220_030.png,https://potryasovgame.ru/page113840266.html
Deep Attack 70-095,Морские,Deep,Морское,Тяжёлое,500,2000,"2,1",5,10,Средний,,,,,"159,1",30,19491,,boatr_10219_095,/uploads/rods/boatr_10219_095.png,https://potryasovgame.ru/page113840266.html
Arctic Special 70-030,Морские,Arctic,Морское,Среднее,200,600,"2,1",5,10,Средний,,,,,"125,5",30,16292,,boatr_10218_030,/uploads/rods/boatr_10218_030.png,https://potryasovgame.ru/page113840266.html
Tristar Deep Jig 78-050,Морские,Tristar,Морское,Тяжёлое,300,1600,"2,35",1,10,Быстрый,,,,,"135,6",28,15898,,boatr_10217_7805,/uploads/rods/boatr_10217_7805.png,https://potryasovgame.ru/page113840266.html
Tristar Deep Jig 68-050,Морские,Tristar,Морское,Тяжёлое,300,1600,2,1,9,Быстрый,,,,,"128,2",28,14897,,boatr_10217_6805,/uploads/rods/boatr_10217_6805.png,https://potryasovgame.ru/page113840266.html
Tristar Deep Jig 78-030,Морские,Tristar,Морское,Тяжёлое,200,1000,"2,35",2,8,Быстрый,,,,,"119,3",28,13897,,boatr_10217_7803,/uploads/rods/boatr_10217_7803.png,https://potryasovgame.ru/page113840266.html
Tristar Deep Jig 68-030,Морские,Tristar,Морское,Тяжёлое,200,1000,2,2,8,Быстрый,,,,,"115,4",28,13197,,boatr_10217_6803,/uploads/rods/boatr_10217_6803.png,https://potryasovgame.ru/page113840266.html
Tristar Deep Jig 68-020,Морские,Tristar,Морское,Среднее,160,600,2,2,7,Быстрый,,,,,"107,5",28,12399,,boatr_10217_6802,/uploads/rods/boatr_10217_6802.png,https://potryasovgame.ru/page113840266.html
